team_name,player_name,birth_country,citizenship,representing,data_complete
Norway,Julian Ryerson,Norway,Norway,Norway,TRUE
Norway,Kristian Thorstvedt,Norway,Norway,Norway,TRUE
Norway,Kristoffer Ajer,Norway,Norway,Norway,TRUE
Norway,Leo Østigård,Norway,Norway,Norway,TRUE
Norway,Marcus Holmgren Pedersen,Norway,Norway,Norway,TRUE
Norway,Martin Ødegaard,Norway,,Norway,FALSE
Norway,Morten Thorsby,Norway,Norway,Norway,TRUE
Norway,Ørjan Nyland,Norway,Norway,Norway,TRUE
Norway,Oscar Bobb,Norway,Norway,Norway,TRUE
Norway,Patrick Berg,Norway,Norway,Norway,TRUE
Norway,Sander Berge,Norway,Norway,Norway,TRUE
Norway,Sander Tangvik,Norway,Norway,Norway,TRUE
Norway,Sondre Langås,Norway,Norway,Norway,TRUE
Norway,Thelo Aasgaard,England,Norway; United Kingdom,Norway,TRUE
Norway,Torbjørn Heggem,Norway,Norway,Norway,TRUE
Panama,Adalberto Carrasquilla,Panama,,Panama,FALSE
Panama,Alberto Quintero,Panama,Panama,Panama,TRUE
Panama,Andrés Andrade,Panama,,Panama,FALSE
Panama,Aníbal Godoy,Panama,,Panama,FALSE
Panama,Azarias Londoño,Panama,Panama,Panama,TRUE
Panama,Carlos Harvey,Panama,Panama,Panama,TRUE
Panama,Cecilio Waterman,Panama,Panama,Panama,TRUE
Panama,César Blackman,Panama,,Panama,FALSE
Panama,César Samudio,Panama,Panama,Panama,TRUE
Panama,César Yanis,Panama,Panama,Panama,TRUE
Panama,Cristian Martínez,Panama,Panama,Panama,TRUE
Panama,Edgardo Fariña,Panama,Panama,Panama,TRUE
Panama,Eric Davis,Panama,Panama,Panama,TRUE
Panama,Fidel Escobar,Panama,Panama,Panama,TRUE
Panama,Ismael Díaz,Panama,Panama,Panama,TRUE
Panama,Jiovany Ramos,Panama,,Panama,FALSE
Panama,Jorge Gutiérrez,Panama,,Panama,FALSE
Panama,José Córdoba,Panama,Panama,Panama,TRUE
Panama,José Fajardo,Panama,Panama,Panama,TRUE
Panama,José Luis Rodríguez,Panama,Panama,Panama,TRUE
Panama,Luis Mejía,Panama,Panama,Panama,TRUE
Panama,Michael Amir Murillo,Panama,,Panama,FALSE
Panama,Orlando Mosquera,Panama,Panama,Panama,TRUE
Panama,Roderick Miller,Panama,,Panama,FALSE
Panama,Tomás Rodríguez,Panama,Panama,Panama,TRUE
Panama,Yoel Bárcenas,Panama,Panama,Panama,TRUE
Paraguay,Álex Arce,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Alexandro Maidana,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Andrés Cubas,Argentina,Argentina; Paraguay,Paraguay,TRUE
Paraguay,Antonio Sanabria,Paraguay,,Paraguay,FALSE
Paraguay,Braian Ojeda,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Damián Bobadilla,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Diego Gómez,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Fabián Balbuena,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Gabriel Ávalos,Paraguay,,Paraguay,FALSE
Paraguay,Gastón Olveira,Uruguay,,Paraguay,FALSE
Paraguay,Gatito Fernández,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Gustavo Caballero,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Gustavo Gómez,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Gustavo Velázquez,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Isidro Pitta,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,José Canale,Paraguay,,Paraguay,FALSE
Paraguay,Juan José Cáceres,Argentina,,Paraguay,FALSE
Paraguay,Julio Enciso,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Júnior Alonso,Paraguay,,Paraguay,FALSE
Paraguay,Kaku,Argentina,Argentina; Paraguay,Paraguay,TRUE
Paraguay,Matías Galarza,Paraguay,,Paraguay,FALSE
Paraguay,Maurício,Brazil,Brazil; Paraguay,Paraguay,TRUE
Paraguay,Miguel Almirón,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Omar Alderete,Paraguay,,Paraguay,FALSE
Paraguay,Orlando Gill,Paraguay,Paraguay,Paraguay,TRUE
Paraguay,Ramón Sosa,Paraguay,,Paraguay,FALSE
Portugal,Bernardo Silva,Portugal,Portugal,Portugal,TRUE
Portugal,Bruno Fernandes,Portugal,Portugal,Portugal,TRUE
Portugal,Cristiano Ronaldo,Portugal,Portugal,Portugal,TRUE
Portugal,Diogo Costa,Switzerland,,Portugal,FALSE
Portugal,Diogo Dalot,Portugal,Portugal,Portugal,TRUE
Portugal,Francisco Conceição,Portugal,Portugal,Portugal,TRUE
Portugal,Francisco Trincão,Portugal,Portugal,Portugal,TRUE
Portugal,Gonçalo Guedes,Portugal,Portugal,Portugal,TRUE
Portugal,Gonçalo Inácio,Portugal,Portugal,Portugal,TRUE
Portugal,Gonçalo Ramos,Portugal,Portugal,Portugal,TRUE
Portugal,João Cancelo,Portugal,,Portugal,FALSE
Portugal,João Félix,Portugal,Portugal,Portugal,TRUE
Portugal,João Neves,Portugal,Portugal,Portugal,TRUE
Portugal,José Sá,Portugal,,Portugal,FALSE
Portugal,Matheus Nunes,Brazil,Brazil; Portugal,Portugal,TRUE
Portugal,Nélson Semedo,Portugal,,Portugal,FALSE
Portugal,Nuno Mendes,Portugal,Portugal,Portugal,TRUE
Portugal,Pedro Neto,Portugal,Portugal,Portugal,TRUE
Portugal,Rafael Leão,Portugal,Portugal,Portugal,TRUE
Portugal,Renato Veiga,Portugal,Portugal,Portugal,TRUE
Portugal,Rúben Dias,Portugal,Portugal,Portugal,TRUE
Portugal,Rúben Neves,Portugal,,Portugal,FALSE
Portugal,Rui Silva,Portugal,,Portugal,FALSE
Portugal,Samú Costa,Portugal,Portugal,Portugal,TRUE
Portugal,Tomás Araújo,Portugal,Portugal,Portugal,TRUE
Portugal,Vitinha,Portugal,Portugal,Portugal,TRUE
Qatar,Abdulaziz Hatem,Qatar,Qatar,Qatar,TRUE
Qatar,Ahmed Alaaeldin,Egypt,,Qatar,FALSE
Qatar,Ahmed Al-Ganehi,Qatar,Qatar,Qatar,TRUE
Qatar,Ahmed Fathy,Qatar,Qatar,Qatar,TRUE
Qatar,Akram Afif,Qatar,,Qatar,FALSE
Qatar,Al-Hashmi Al-Hussain,Qatar,Qatar,Qatar,FALSE
Qatar,Almoez Ali,Egypt,,Qatar,FALSE
Qatar,Assim Madibo,Sudan,,Qatar,FALSE
Qatar,Ayoub Al-Oui,Qatar,Qatar,Qatar,TRUE
Qatar,Boualem Khoukhi,Algeria,Algeria; Qatar,Qatar,TRUE
Qatar,Edmilson Junior,Belgium,Belgium; Brazil; Qatar,Qatar,TRUE
Qatar,Hassan Al-Haydos,Qatar,Qatar,Qatar,TRUE
Qatar,Homam Ahmed,Qatar,Qatar,Qatar,TRUE
Qatar,Issa Laye,Senegal,,Qatar,FALSE
Qatar,Jassem Gaber,Qatar,Qatar,Qatar,TRUE
Qatar,Karim Boudiaf,France,France; Qatar,Qatar,TRUE
Qatar,Lucas Mendes,Brazil,Brazil; Qatar,Qatar,TRUE
Qatar,Mahmud Abunada,Qatar,Palestine; Qatar,Qatar,TRUE
Qatar,Meshaal Barsham,Qatar,Qatar,Qatar,TRUE
Qatar,Mohamed Manai,Tunisia,Qatar,Qatar,TRUE
Qatar,Mohammed Muntari,Ghana,Ghana; Qatar,Qatar,TRUE
Qatar,Pedro Miguel,Portugal,,Qatar,FALSE
Qatar,Salah Zakaria,Sudan,,Qatar,FALSE
Qatar,Sultan Al-Brake,Qatar,Qatar,Qatar,TRUE
Qatar,Tahsin Jamshid,Qatar,Qatar,Qatar,FALSE
Qatar,Yusuf Abdurisag,Qatar,Qatar,Qatar,TRUE
Saudi Arabia,Abdulelah Al-Amri,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Abdullah Al-Hamdan,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Abdullah Al-Khaibari,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Ahmed Al-Kassar,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Alaa Al-Hejji,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Ali Lajami,Saudi Arabia,,Saudi Arabia,FALSE
Saudi Arabia,Ali Majrashi,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Ayman Yahya,Saudi Arabia,,Saudi Arabia,FALSE
Saudi Arabia,Firas Al-Buraikan,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Hassan Al-Tambakti,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Hassan Kadesh,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Jehad Thakri,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Khalid Al-Ghannam,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Mohamed Kanno,Saudi Arabia,,Saudi Arabia,FALSE
Saudi Arabia,Mohammed Abu Al-Shamat,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Mohammed Al-Owais,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Moteb Al-Harbi,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Musab Al-Juwayr,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Nasser Al-Dawsari,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Nawaf Al-Aqidi,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Nawaf Boushal,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Saleh Al-Shehri,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Salem Al-Dawsari,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Saud Abdulhamid,Saudi Arabia,,Saudi Arabia,FALSE
Saudi Arabia,Sultan Mandash,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Saudi Arabia,Ziyad Al-Johani,Saudi Arabia,Saudi Arabia,Saudi Arabia,TRUE
Scotland,Aaron Hickey,United Kingdom,United Kingdom,Scotland,TRUE
Scotland,Andy Robertson,Scotland,United Kingdom,Scotland,TRUE
Scotland,Angus Gunn,England,United Kingdom,Scotland,TRUE
Scotland,Anthony Ralston,Scotland,United Kingdom,Scotland,TRUE
Scotland,Ben Gannon-Doak,Scotland,United Kingdom,Scotland,TRUE
Scotland,Ché Adams,England,United Kingdom,Scotland,TRUE
Scotland,Craig Gordon,Scotland,United Kingdom,Scotland,TRUE
Scotland,Dominic Hyam,Scotland,United Kingdom,Scotland,TRUE
Scotland,Findlay Curtis,Scotland,United Kingdom,Scotland,TRUE
Scotland,George Hirst,England,,Scotland,FALSE
Scotland,Grant Hanley,Scotland,United Kingdom,Scotland,TRUE
Scotland,Jack Hendry,Scotland,,Scotland,FALSE
Scotland,John McGinn,Scotland,United Kingdom,Scotland,TRUE
Scotland,John Souttar,Scotland,United Kingdom,Scotland,TRUE
Scotland,Kenny McLean,Scotland,United Kingdom,Scotland,TRUE
Scotland,Kieran Tierney,Isle of Man,United Kingdom,Scotland,TRUE
Scotland,Lawrence Shankland,Scotland,,Scotland,FALSE
Scotland,Lewis Ferguson,Scotland,,Scotland,FALSE
Scotland,Liam Kelly,Scotland,United Kingdom,Scotland,TRUE
Scotland,Lyndon Dykes,Australia,Australia; United Kingdom,Scotland,TRUE
Scotland,Nathan Patterson,Scotland,United Kingdom,Scotland,TRUE
Scotland,Ross Stewart,Scotland,,Scotland,FALSE
Scotland,Ryan Christie,Scotland,United Kingdom,Scotland,TRUE
Scotland,Scott McKenna,Scotland,United Kingdom,Scotland,TRUE
Scotland,Scott McTominay,England,United Kingdom,Scotland,TRUE
Scotland,Tyler Fletcher,England,United Kingdom,Scotland,TRUE
Senegal,Abdoulaye Seck,Senegal,,Senegal,FALSE
Senegal,Antoine Mendy,France,,Senegal,FALSE
Senegal,Assane Diao,Senegal,Senegal; Spain,Senegal,TRUE
Senegal,Bamba Dieng,Senegal,Senegal,Senegal,TRUE
Senegal,Bara Sapoko Ndiaye,Senegal,Senegal,Senegal,TRUE
Senegal,Cherif Ndiaye,Senegal,,Senegal,FALSE
Senegal,Édouard Mendy,France,France; Senegal,Senegal,TRUE
Senegal,El Hadji Malick Diouf,Senegal,,Senegal,FALSE
Senegal,Habib Diarra,Senegal,,Senegal,FALSE
Senegal,Ibrahim Mbaye,France,France; Senegal,Senegal,TRUE
Senegal,Idrissa Gueye,Senegal,,Senegal,FALSE
Senegal,Iliman Ndiaye,France,,Senegal,FALSE
Senegal,Ismail Jakobs,Germany,,Senegal,FALSE
Senegal,Ismaïla Sarr,Senegal,Senegal,Senegal,TRUE
Senegal,Kalidou Koulibaly,France,,Senegal,FALSE
Senegal,Krépin Diatta,Senegal,Senegal,Senegal,TRUE
Senegal,Lamine Camara,Senegal,,Senegal,FALSE
Senegal,Mamadou Sarr,France,France,Senegal,TRUE
Senegal,Mory Diaw,France,,Senegal,FALSE
Senegal,Moussa Niakhaté,France,France; Senegal,Senegal,TRUE
Senegal,Nicolas Jackson,Senegal,Senegal,Senegal,TRUE
Senegal,Pape Gueye,France,,Senegal,FALSE
Senegal,Pape Matar Sarr,Senegal,Senegal,Senegal,TRUE
Senegal,Pathé Ciss,Senegal,,Senegal,FALSE
Senegal,Sadio Mané,Senegal,,Senegal,FALSE
Senegal,Yehvann Diouf,France,France; Senegal,Senegal,TRUE
South Africa,Aubrey Modiba,South Africa,South Africa,South Africa,TRUE
South Africa,Bradley Cross,South Africa,South Africa,South Africa,TRUE
South Africa,Evidence Makgopa,South Africa,,South Africa,FALSE
South Africa,Ime Okon,South Africa,South Africa,South Africa,TRUE
South Africa,Iqraam Rayners,South Africa,South Africa,South Africa,TRUE
South Africa,Jayden Adams,South Africa,South Africa,South Africa,TRUE
South Africa,Kamogelo Sebelebele,South Africa,South Africa,South Africa,TRUE
South Africa,Khuliso Mudau,South Africa,South Africa,South Africa,TRUE
South Africa,Khulumani Ndamane,South Africa,South Africa,South Africa,TRUE
South Africa,Lyle Foster,South Africa,South Africa,South Africa,TRUE
South Africa,Mbekezeli Mbokazi,South Africa,South Africa,South Africa,TRUE
South Africa,Nkosinathi Sibisi,South Africa,South Africa,South Africa,TRUE
South Africa,Olwethu Makhanya,South Africa,South Africa,South Africa,TRUE
South Africa,Oswin Appollis,South Africa,South Africa,South Africa,TRUE
South Africa,Relebohile Mofokeng,South Africa,South Africa,South Africa,TRUE
South Africa,Ricardo Goss,South Africa,South Africa,South Africa,TRUE
South Africa,Ronwen Williams,South Africa,South Africa,South Africa,TRUE
South Africa,Samukele Kabini,South Africa,South Africa,South Africa,TRUE
South Africa,Sipho Chaine,South Africa,South Africa,South Africa,TRUE
South Africa,Sphephelo Sithole,South Africa,South Africa,South Africa,TRUE
South Africa,Teboho Mokoena,South Africa,South Africa,South Africa,TRUE
South Africa,Thabang Matuludi,South Africa,,South Africa,FALSE
South Africa,Thalente Mbatha,South Africa,South Africa,South Africa,TRUE
South Africa,Thapelo Maseko,South Africa,South Africa,South Africa,TRUE
South Africa,Themba Zwane,South Africa,South Africa,South Africa,TRUE
South Africa,Tshepang Moremi,South Africa,South Africa,South Africa,TRUE
South Korea,Bae Jun-ho,South Korea,,South Korea,FALSE
South Korea,Cho Gue-sung,South Korea,South Korea,South Korea,TRUE
South Korea,Cho Wi-je,South Korea,South Korea,South Korea,FALSE
South Korea,Eom Ji-sung,South Korea,South Korea,South Korea,TRUE
South Korea,Hwang Hee-chan,South Korea,,South Korea,FALSE
South Korea,Hwang In-beom,South Korea,South Korea,South Korea,TRUE
South Korea,Jens Castrop,Germany,Germany; South Korea,South Korea,TRUE
South Korea,Jo Hyeon-woo,South Korea,South Korea,South Korea,TRUE
South Korea,Kim Jin-gyu,South Korea,South Korea,South Korea,TRUE
South Korea,Kim Min-jae,South Korea,South Korea,South Korea,TRUE
South Korea,Kim Moon-hwan,South Korea,,South Korea,FALSE
South Korea,Kim Seung-gyu,South Korea,,South Korea,FALSE
South Korea,Kim Tae-hyeon,South Korea,,South Korea,FALSE
South Korea,Lee Dong-gyeong,South Korea,South Korea,South Korea,TRUE
South Korea,Lee Gi-hyuk,South Korea,South Korea,South Korea,TRUE
South Korea,Lee Han-beom,South Korea,South Korea,South Korea,TRUE
South Korea,Lee Jae-sung,South Korea,South Korea,South Korea,TRUE
South Korea,Lee Kang-in,South Korea,South Korea,South Korea,TRUE
South Korea,Lee Tae-seok,South Korea,South Korea,South Korea,TRUE
South Korea,Oh Hyeon-gyu,South Korea,South Korea,South Korea,TRUE
South Korea,Paik Seung-ho,South Korea,South Korea,South Korea,TRUE
South Korea,Park Jin-seob,South Korea,South Korea,South Korea,TRUE
South Korea,Seol Young-woo,South Korea,,South Korea,FALSE
South Korea,Son Heung-min,South Korea,South Korea,South Korea,TRUE
South Korea,Song Bum-keun,South Korea,,South Korea,FALSE
South Korea,Yang Hyun-jun,South Korea,South Korea,South Korea,TRUE
Spain,Álex Baena,Spain,Spain,Spain,TRUE
Spain,Álex Grimaldo,Spain,Spain,Spain,TRUE
Spain,Aymeric Laporte,France,,Spain,FALSE
Spain,Borja Iglesias,Spain,,Spain,FALSE
Spain,Dani Olmo,Spain,Spain,Spain,TRUE
Spain,David Raya,Spain,Spain,Spain,TRUE
Spain,Eric García,Spain,Spain,Spain,TRUE
Spain,Fabián Ruiz,Spain,Spain,Spain,TRUE
Spain,Ferran Torres,Spain,,Spain,FALSE
Spain,Gavi,Spain,Spain,Spain,TRUE
Spain,Joan Garcia,Spain,Spain,Spain,TRUE
Spain,Lamine Yamal,Spain,Equatorial Guinea; Spain,Spain,TRUE
Spain,Marc Cucurella,Spain,Spain,Spain,TRUE
Spain,Marc Pubill,Spain,Spain,Spain,TRUE
Spain,Marcos Llorente,Spain,Spain,Spain,TRUE
Spain,Martín Zubimendi,Spain,Spain,Spain,TRUE
Spain,Mikel Merino,Spain,Spain,Spain,TRUE
Spain,Mikel Oyarzabal,Spain,,Spain,FALSE
Spain,Nico Williams,Spain,Ghana; Spain,Spain,TRUE
Spain,Pau Cubarsí,Spain,Spain,Spain,TRUE
Spain,Pedri,Spain,,Spain,FALSE
Spain,Pedro Porro,Spain,Spain,Spain,TRUE
Spain,Rodri,Spain,Spain,Spain,TRUE
Spain,Unai Simón,Spain,Spain,Spain,TRUE
Spain,Víctor Muñoz,Spain,,Spain,FALSE
Spain,Yéremy Pino,Spain,,Spain,FALSE
Sweden,Alexander Bernhardsson,Sweden,Sweden,Sweden,TRUE
Sweden,Alexander Isak,Sweden,Sweden,Sweden,TRUE
Sweden,Anthony Elanga,Sweden,Sweden,Sweden,TRUE
Sweden,Benjamin Nygren,Sweden,Sweden,Sweden,TRUE
Sweden,Besfort Zeneli,Sweden,Kosovo; Sweden,Sweden,TRUE
Sweden,Carl Starfelt,Sweden,Sweden,Sweden,TRUE
Sweden,Daniel Svensson,Sweden,Sweden,Sweden,TRUE
Sweden,Elliot Stroud,Sweden,,Sweden,FALSE
Sweden,Eric Smith,Sweden,Sweden,Sweden,TRUE
Sweden,Gabriel Gudmundsson,Sweden,Sweden,Sweden,TRUE
Sweden,Gustaf Lagerbielke,Sweden,Sweden,Sweden,TRUE
Sweden,Gustaf Nilsson,Sweden,,Sweden,FALSE
Sweden,Herman Johansson,Sweden,Sweden,Sweden,TRUE
Sweden,Hjalmar Ekdal,Sweden,Sweden,Sweden,TRUE
Sweden,Isak Hien,Sweden,Sweden,Sweden,TRUE
Sweden,Jacob Widell Zetterström,Sweden,Sweden,Sweden,TRUE
Sweden,Jesper Karlström,Sweden,Sweden,Sweden,TRUE
Sweden,Ken Sema,Sweden,,Sweden,FALSE
Sweden,Kristoffer Nordfeldt,Sweden,Sweden,Sweden,TRUE
Sweden,Lucas Bergvall,Sweden,Sweden,Sweden,TRUE
Sweden,Mattias Svanberg,Sweden,,Sweden,FALSE
Sweden,Taha Ali,Sweden,,Sweden,FALSE
Sweden,Victor Lindelöf,Sweden,,Sweden,FALSE
Sweden,Viktor Gyökeres,Sweden,Sweden,Sweden,TRUE
Sweden,Viktor Johansson,Sweden,Sweden,Sweden,TRUE
Sweden,Yasin Ayari,Sweden,Sweden; Tunisia,Sweden,TRUE
Switzerland,Ardon Jashari,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Aurèle Amenda,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Breel Embolo,Cameroon,,Switzerland,FALSE
Switzerland,Cedric Itten,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Christian Fassnacht,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Dan Ndoye,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Denis Zakaria,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Djibril Sow,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Eray Cömert,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Fabian Rieder,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Granit Xhaka,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Gregor Kobel,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Johan Manzambi,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Luca Jaquez,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Manuel Akanji,Switzerland,Nigeria; Switzerland,Switzerland,TRUE
Switzerland,Marvin Keller,England,Switzerland,Switzerland,TRUE
Switzerland,Michel Aebischer,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Miro Muheim,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Nico Elvedi,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Noah Okafor,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Remo Freuler,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Ricardo Rodriguez,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Rubén Vargas,Switzerland,Switzerland,Switzerland,TRUE
Switzerland,Silvan Widmer,Switzerland,,Switzerland,FALSE
Switzerland,Yvon Mvogo,Cameroon,Cameroon; Switzerland,Switzerland,TRUE
Switzerland,Zeki Amdouni,Switzerland,Switzerland,Switzerland,TRUE
Tunisia,Adem Arous,Saudi Arabia,Tunisia,Tunisia,TRUE
Tunisia,Ali Abdi,Tunisia,,Tunisia,FALSE
Tunisia,Anis Ben Slimane,Denmark,Kingdom of Denmark; Tunisia,Tunisia,TRUE
Tunisia,Aymen Dahmen,Tunisia,Tunisia,Tunisia,TRUE
Tunisia,Dylan Bronn,France,France; Tunisia,Tunisia,TRUE
Tunisia,Elias Achouri,France,,Tunisia,FALSE
Tunisia,Elias Saad,Germany,Germany; Tunisia,Tunisia,TRUE
Tunisia,Ellyes Skhiri,France,France; Tunisia,Tunisia,TRUE
Tunisia,Firas Chaouat,Tunisia,Tunisia,Tunisia,TRUE
Tunisia,Hadj Mahmoud,Tunisia,Tunisia,Tunisia,TRUE
Tunisia,Hannibal Mejbri,France,France; Tunisia,Tunisia,TRUE
Tunisia,Hazem Mastouri,Tunisia,Tunisia,Tunisia,TRUE
Tunisia,Ismaël Gharbi,France,France; Spain; Tunisia,Tunisia,TRUE
Tunisia,Khalil Ayari,Tunisia,Tunisia,Tunisia,TRUE
Tunisia,Mohamed Amine Ben Hamida,Tunisia,Tunisia,Tunisia,TRUE
Tunisia,Montassar Talbi,France,France; Tunisia,Tunisia,TRUE
Tunisia,Mortadha Ben Ouanes,Tunisia,Tunisia,Tunisia,TRUE
Tunisia,Mouhib Chamakh,Tunisia,,Tunisia,FALSE
Tunisia,Moutaz Neffati,Sweden,,Tunisia,FALSE
Tunisia,Omar Rekik,Netherlands,Kingdom of the Netherlands; Tunisia,Tunisia,TRUE
Tunisia,Raed Chikhaoui,Tunisia,Tunisia,Tunisia,TRUE
Tunisia,Rani Khedira,Germany,Germany; Tunisia,Tunisia,TRUE
Tunisia,Rayan Elloumi,Canada,Canada; Tunisia,Tunisia,TRUE
Tunisia,Sabri Ben Hessen,Tunisia,Tunisia,Tunisia,TRUE
Tunisia,Sebastian Tounekti,Norway,Norway; Tunisia,Tunisia,TRUE
Tunisia,Yan Valery,France,France; Tunisia,Tunisia,TRUE
Turkey,Abdülkerim Bardakcı,Turkey,Turkey,Turkey,TRUE
Turkey,Altay Bayındır,Turkey,Turkey,Turkey,TRUE
Turkey,Arda Güler,Turkey,Turkey,Turkey,TRUE
Turkey,Barış Alper Yılmaz,Turkey,Turkey,Turkey,TRUE
Turkey,Çağlar Söyüncü,Turkey,,Turkey,FALSE
Turkey,Can Uzun,Germany,,Turkey,FALSE
Turkey,Deniz Gül,Sweden,Sweden; Turkey,Turkey,TRUE
Turkey,Eren Elmalı,Turkey,Turkey,Turkey,TRUE
Turkey,Ferdi Kadıoğlu,Netherlands,Canada; Kingdom of the Netherlands; Turkey,Turkey,TRUE
Turkey,Hakan Çalhanoğlu,Germany,,Turkey,FALSE
Turkey,İrfan Can Kahveci,Turkey,Turkey,Turkey,TRUE
Turkey,İsmail Yüksek,Turkey,Turkey,Turkey,TRUE
Turkey,Kaan Ayhan,Germany,,Turkey,FALSE
Turkey,Kenan Yıldız,Germany,Turkey,Turkey,TRUE
Turkey,Kerem Aktürkoğlu,Turkey,Turkey,Turkey,TRUE
Turkey,Merih Demiral,Turkey,Turkey,Turkey,TRUE
Turkey,Mert Günok,Turkey,Turkey,Turkey,TRUE
Turkey,Mert Müldür,Austria,,Turkey,FALSE
Turkey,Oğuz Aydın,Netherlands,Kingdom of the Netherlands; Turkey,Turkey,TRUE
Turkey,Orkun Kökçü,Netherlands,,Turkey,FALSE
Turkey,Ozan Kabak,Turkey,Turkey,Turkey,TRUE
Turkey,Salih Özcan,Germany,Germany; Turkey,Turkey,TRUE
Turkey,Samet Akaydin,Turkey,Turkey,Turkey,TRUE
Turkey,Uğurcan Çakır,Turkey,Turkey,Turkey,TRUE
Turkey,Yunus Akgün,Turkey,,Turkey,FALSE
Turkey,Zeki Çelik,Turkey,Turkey,Turkey,TRUE
United States,Alejandro Zendejas,Mexico,Mexico; United States,United States,TRUE
United States,Alex Freeman,United States,United States,United States,TRUE
United States,Antonee Robinson,England,United Kingdom; United States,United States,TRUE
United States,Auston Trusty,United States,,United States,FALSE
United States,Brenden Aaronson,United States,,United States,FALSE
United States,Chris Brady,United States,United States,United States,TRUE
United States,Chris Richards,United States,United States,United States,TRUE
United States,Christian Pulisic,United States,Croatia; United States,United States,TRUE
United States,Cristian Roldan,United States,United States,United States,TRUE
United States,Folarin Balogun,United States,,United States,FALSE
United States,Giovanni Reyna,England,,United States,FALSE
United States,Haji Wright,United States,United States,United States,TRUE
United States,Joe Scally,United States,United States,United States,TRUE
United States,Malik Tillman,Germany,,United States,FALSE
United States,Mark McKenzie,United States,United States,United States,TRUE
United States,Matt Freese,United States,,United States,FALSE
United States,Matt Turner,United States,Lithuania; United States,United States,TRUE
United States,Max Arfsten,United States,United States,United States,TRUE
United States,Miles Robinson,United States,,United States,FALSE
United States,Ricardo Pepi,United States,United States,United States,TRUE
United States,Sebastian Berhalter,England,,United States,FALSE
United States,Sergiño Dest,Netherlands,Kingdom of the Netherlands; United States,United States,TRUE
United States,Tim Ream,United States,United States,United States,TRUE
United States,Timothy Weah,United States,,United States,FALSE
